tau,rho_floor,rho_hall,nmbe_jun,nmbe_nov,nmbe_combined,cvrmse_jun,cvrmse_nov,cvrmse_combined,r2_jun,r2_nov,r2_combined,gof,meets_ashrae,success
0.58,0.21,0.25,26.13040590323741,14.284458182542698,20.207432042890055,59.34634813292708,56.64555703413333,57.99595258353021,0.6705644499919636,0.2714004295845357,0.47098243978824966,61.415558499773525,False,True
0.58,0.21,0.27,26.233268095504826,14.147254511206325,20.190261303355577,59.65851398962816,56.70497336252052,58.18174367607434,0.6670896279414709,0.26987115111232984,0.46848038952690035,61.585403698329316,False,True
0.58,0.21,0.29,25.904421658026934,13.572422917124053,19.738422287575492,59.068360774951756,57.86199526432465,58.4651780196382,0.6736434746067876,0.2397717254201116,0.4567076000134496,61.70723098041787,False,True
0.58,0.21,0.31,26.12672482870062,13.862680496493116,19.99470266259687,59.20520089982189,57.66588370348691,58.4355423016544,0.6721296219747714,0.24491627317922426,0.45852294757699785,61.76164455917685,False,True
0.58,0.21,0.33,25.785355682804134,12.933182997093922,19.35926933994903,59.160325429000096,59.11016274120389,59.13524408510199,0.6726264621597999,0.2066195088006576,0.43962298548022877,62.22345540374048,False,True
0.58,0.21,0.35,25.98064063407107,13.301364569187395,19.641002601629232,59.492931639018586,57.835540322347576,58.66423598068308,0.668935050489059,0.24046673073989377,0.4547008906144764,61.864865363099895,False,True
0.58,0.23,0.11,26.48422999043658,15.699485051242268,21.091857520839426,59.42990270718184,57.155498407960856,58.29270055757135,0.6696361629108114,0.25822321110358915,0.4639296870072003,61.99117188740724,False,True
0.58,0.23,0.13,26.458513123763876,14.881952872348462,20.670232998056168,59.604189746954205,58.66642223998447,59.13530599346934,0.6676956393421917,0.21848662607404312,0.4430911327081174,62.64377819971574,False,True
0.58,0.23,0.15,26.249277346112727,14.428309888399168,20.33879361725595,59.52280044690975,58.10075851502366,58.811779480966706,0.6686025404781979,0.23348472904108108,0.4510436347596395,62.22934943837343,False,True
0.58,0.23,0.17,26.27544055724826,14.163903132794154,20.219671845021207,59.601371196582996,58.15118606239131,58.87627862948715,0.667727066476351,0.23215358430444621,0.44994032539039863,62.251516566083346,False,True
0.58,0.23,0.19,26.339476146112666,14.431319156160708,20.385397651136685,59.76977410428804,58.912843341458284,59.341308722873165,0.6658467480163163,0.21190753581144794,0.4388771419138821,62.745162031333635,False,True
0.58,0.23,0.21,26.22895540333928,14.199075431611059,20.21401541747517,59.50573137228147,58.0952519429575,58.80049165761949,0.6687925798197785,0.23363001704309794,0.4512112984314382,62.17800445877708,False,True
0.58,0.23,0.23,25.881098147794695,13.558987671469977,19.720042909632337,59.23044212298575,57.705598355708624,58.46802023934718,0.6718499974352026,0.24387585856827643,0.4578629280017395,61.70404754200855,False,True
0.58,0.23,0.25,25.950501471773947,13.494532039797338,19.72251675578564,59.118963689181406,57.66746923947721,58.393216464329306,0.6730840663232904,0.24487475022643213,0.4589794082748613,61.63396300930408,False,True
0.58,0.23,0.27,25.992277762097604,13.541385488906752,19.766831625502178,59.53393802565125,58.036910688386776,58.78542435701901,0.6684785103388564,0.23516847447704148,0.45182349240794895,62.01978514430502,False,True
0.58,0.23,0.29,26.04445300684098,13.812649088601939,19.92855104772146,59.55494519200762,56.17984522608365,57.86739520904564,0.6682445074815795,0.2833315532523676,0.47578803036697354,61.20279875252045,False,True
0.58,0.23,0.31,25.974522574242755,13.57878891615211,19.77665574519743,59.433912116364205,58.58154700741599,59.0077295618901,0.6695915857393158,0.2207462882381831,0.44516893698874943,62.23365858209856,False,True
0.58,0.23,0.33,25.7049450016554,13.14553704971742,19.42524102568641,59.213600701060145,58.271664845461345,58.742632773260745,0.6720365814535985,0.22896860944082909,0.45050259544721377,61.871131346050056,False,True
0.58,0.23,0.35,25.648824479163352,12.873497355060223,19.261160917111788,59.27773158992332,57.65698924463582,58.467360417279565,0.671325799643459,0.24514918535395092,0.45823749249870493,61.558302072417035,False,True
0.58,0.25,0.11,26.061246357645267,14.971239111450737,20.516242734548,59.08934446167402,56.722288995203975,57.90581672843899,0.6734115609601747,0.26942517353715845,0.4714183672486666,61.43288880502413,False,True
0.58,0.25,0.13,26.25666640722629,14.858953253319825,20.557809830273058,59.16306505509057,58.237293554827914,58.70017930495924,0.672596141101026,0.22987792027760823,0.4512370306893171,62.19593712978394,False,True
0.58,0.25,0.15,26.17711265618516,14.619145807266493,20.398129231725825,59.2728039373589,57.98456662777242,58.62868528256566,0.6713804415774836,0.23654747048330915,0.45396395603039635,62.075811828089044,False,True
0.58,0.25,0.17,25.96166813877825,14.217597824636893,20.089632981707574,59.37473173883971,56.09167798283916,57.733204860839436,0.6702492560442392,0.28557923119515205,0.47791424361969564,61.128686366086484,False,True
0.58,0.25,0.19,26.02740292311584,14.066385828475699,20.04689437579577,59.442380870342134,56.603064231505485,58.02272255092381,0.6694974190648579,0.2724931410666688,0.47099528006576336,61.38822612142979,False,True
